Age,Loan_Amount,Income_Level,Income_Source,Default_Status
23.0,25438.0,Medium,Salary,Paid
24.0,33385.0,Low,Salary,Paid
49.0,28482.0,Medium,Salary,Paid
49.0,42471.0,Medium,Commission,Paid
42.0,23026.0,Medium,Small Business,Paid
50.0,29648.0,Low,Salary,Paid
24.0,15435.0,Low,Salary,Paid
29.0,18493.0,Medium,Pension,Paid
33.0,16691.0,Low,Salary,Paid
33.0,12763.0,Medium,Salary,Paid
60.0,30389.0,Medium,Daily Wage,Default
53.0,41498.0,Low,Small Business,Default
30.0,46009.0,Medium,Daily Wage,Paid
24.0,45825.0,Medium,Daily Wage,Paid
53.0,26934.0,Medium,Salary,Paid
64.0,15574.0,Low,Small Business,Paid
26.0,48179.0,Medium,Salary,Paid
49.0,11587.0,Low,Small Business,Paid
28.0,48688.0,High,Small Business,Paid
25.0,21688.0,Low,Salary,Paid
50.0,14409.0,High,Salary,Default
40.0,15783.0,Medium,Salary,Paid
42.0,43480.0,High,Pension,Paid
25.0,36751.0,Medium,Salary,Paid
62.0,48174.0,Low,Pension,Paid
39.0,22041.0,High,Daily Wage,Paid
21.0,33227.0,Low,Daily Wage,Default
57.0,45201.0,Low,Daily Wage,Paid
20.0,46069.0,Low,Salary,Paid
46.0,26654.0,High,Small Business,Paid
58.0,36370.0,Medium,Daily Wage,Paid
46.0,39482.0,Medium,Daily Wage,Paid
51.0,21586.0,Medium,Daily Wage,Paid
51.0,15322.0,Medium,Salary,Paid
45.0,23932.0,Medium,Daily Wage,Paid
30.0,39299.0,Low,Daily Wage,Paid
32.0,35179.0,High,Small Business,Paid
40.0,15257.0,Low,Salary,Paid
61.0,19777.0,Low,Salary,Default
43.0,21249.0,Medium,Salary,Paid
21.0,31390.0,Medium,Salary,Paid
43.0,30369.0,Medium,Daily Wage,Paid
57.0,22881.0,Low,Pension,Paid
26.0,19587.0,Low,Salary,Paid
22.0,38264.0,Medium,Daily Wage,Paid
49.0,18791.0,Medium,Daily Wage,Paid
37.0,32375.0,Low,Daily Wage,Paid
28.0,32611.0,Medium,Small Business,Paid
32.0,17833.0,Low,Salary,Default
49.0,25754.0,Low,Salary,Paid
,22577.0,Low,Daily Wage,Paid
39.0,41095.0,High,Small Business,Paid
58.0,31248.0,Medium,Small Business,Paid
34.0,45282.0,Low,Salary,Paid
43.0,46737.0,Medium,Salary,Paid
61.0,41891.0,High,Small Business,Paid
24.0,34124.0,Medium,Salary,Paid
59.0,14566.0,High,Salary,Paid
43.0,12196.0,Low,Daily Wage,Paid
42.0,41115.0,High,Small Business,Paid
27.0,29859.0,Medium,Daily Wage,Paid
62.0,21345.0,Low,Daily Wage,Paid
36.0,44077.0,Medium,Small Business,Paid
28.0,,High,Salary,Paid
30.0,22055.0,Medium,Small Business,Paid
25.0,48157.0,Medium,Salary,Paid
57.0,29747.0,Low,Pension,Paid
21.0,21978.0,Medium,Salary,Paid
64.0,34599.0,Low,Salary,Paid
48.0,45771.0,Low,Daily Wage,Default
45.0,27615.0,Medium,Daily Wage,Paid
28.0,49349.0,High,Salary,Paid
60.0,39377.0,Medium,Salary,Paid
18.0,40031.0,Low,Daily Wage,Default
64.0,21760.0,Medium,Salary,Paid
55.0,43714.0,High,Daily Wage,Paid
41.0,35762.0,Medium,Daily Wage,Default
64.0,44332.0,Medium,Salary,Paid
48.0,14944.0,High,Commission,Paid
58.0,23877.0,Medium,Daily Wage,Paid
63.0,39990.0,Low,Salary,Paid
43.0,44076.0,Low,Commission,Paid
22.0,13258.0,High,Salary,Paid
37.0,41629.0,Medium,Salary,Default
58.0,47579.0,Low,Daily Wage,Default
28.0,32958.0,Medium,Salary,Paid
50.0,49465.0,Medium,Salary,Paid
55.0,30317.0,High,Salary,Paid
44.0,25775.0,Low,Small Business,Paid
51.0,21039.0,Medium,Salary,Default
32.0,39097.0,High,Daily Wage,Paid
49.0,44207.0,Low,Pension,Paid
38.0,32553.0,Low,Salary,Paid
63.0,10055.0,High,Pension,Paid
22.0,33161.0,Medium,Salary,Paid
23.0,42873.0,Medium,Daily Wage,Paid
55.0,45969.0,Medium,Salary,Paid
39.0,25184.0,Low,Salary,Default
35.0,10669.0,High,Daily Wage,Paid
31.0,22663.0,Low,Salary,Default
27.0,35318.0,Low,Salary,Paid
63.0,43734.0,Low,Salary,Paid
30.0,,Low,Daily Wage,Paid
48.0,28522.0,High,Salary,Paid
47.0,21656.0,Medium,Daily Wage,Paid
20.0,25893.0,High,Salary,Paid
47.0,26493.0,Medium,Daily Wage,Paid
23.0,13632.0,Medium,Daily Wage,Paid
46.0,40336.0,Medium,Daily Wage,Paid
25.0,33112.0,High,Daily Wage,Paid
61.0,48452.0,Medium,Salary,Paid
62.0,23266.0,Low,Commission,Paid
60.0,26940.0,Low,Salary,Paid
61.0,34003.0,Low,Salary,Default
50.0,42872.0,Medium,Pension,Paid
34.0,44815.0,High,Pension,Paid
28.0,40869.0,Low,Small Business,Paid
30.0,27257.0,Low,Daily Wage,Default
28.0,26682.0,Low,Salary,Default
48.0,29622.0,Medium,Small Business,Paid
45.0,40408.0,Low,Small Business,Paid
61.0,18837.0,Low,Salary,Default
23.0,25407.0,Low,Daily Wage,Default
58.0,39309.0,Medium,Commission,Paid
33.0,16382.0,Medium,Salary,Paid
21.0,37654.0,Medium,Salary,Paid
52.0,28895.0,Low,Salary,Paid
43.0,43551.0,Medium,Salary,Paid
29.0,31376.0,Low,Daily Wage,Paid
28.0,10370.0,Low,Daily Wage,Paid
54.0,10486.0,Medium,Commission,Paid
42.0,33762.0,Low,Salary,Paid
35.0,36613.0,Medium,Salary,Paid
36.0,13196.0,Low,Small Business,Default
40.0,39401.0,Low,Salary,Paid
55.0,45029.0,High,Daily Wage,Paid
35.0,20813.0,Medium,Salary,Paid
,18572.0,Medium,Daily Wage,Paid
23.0,38225.0,High,Daily Wage,Paid
21.0,42275.0,Medium,Salary,Paid
61.0,16843.0,Medium,Pension,Paid
46.0,11105.0,Medium,Salary,Paid
51.0,41639.0,Low,Daily Wage,Paid
34.0,28051.0,Low,Salary,Default
,38708.0,Medium,Daily Wage,Paid
60.0,45459.0,Low,Salary,Paid
33.0,21864.0,Low,Daily Wage,Default
19.0,44764.0,Low,Small Business,Paid
51.0,11425.0,Low,Daily Wage,Paid
25.0,16849.0,Low,Daily Wage,Paid
30.0,46015.0,Low,Salary,Default
59.0,28976.0,Low,Daily Wage,Default
25.0,44258.0,Low,Salary,Default
47.0,41113.0,Medium,Pension,Paid
49.0,25401.0,Low,Daily Wage,Paid
53.0,22884.0,High,Salary,Paid
64.0,28824.0,High,Commission,Paid
47.0,47563.0,Medium,Salary,Paid
18.0,44414.0,Medium,Commission,Paid
60.0,26142.0,Low,Daily Wage,Default
56.0,15956.0,Low,Daily Wage,Paid
34.0,23928.0,High,Daily Wage,Paid
37.0,19721.0,Low,Daily Wage,Paid
,21157.0,High,Salary,Paid
39.0,45135.0,Medium,Daily Wage,Paid
46.0,16696.0,Low,Salary,Paid
39.0,37862.0,Medium,Daily Wage,Paid
61.0,,Medium,Small Business,Paid
26.0,14663.0,Low,Daily Wage,Paid
54.0,49830.0,Low,Daily Wage,Paid
27.0,14331.0,Medium,Salary,Default
53.0,38549.0,Medium,Daily Wage,Paid
54.0,26246.0,Low,Salary,Default
45.0,35761.0,Low,Salary,Paid
45.0,13262.0,High,Small Business,Paid
59.0,17036.0,Medium,Salary,Paid
60.0,32322.0,Medium,Salary,Paid
38.0,29131.0,High,Commission,Paid
41.0,14677.0,Low,Commission,Paid
59.0,17972.0,Medium,Salary,Paid
57.0,25329.0,High,Salary,Paid
19.0,47032.0,Medium,Salary,Paid
25.0,45901.0,Low,Salary,Default
44.0,30493.0,Low,Commission,Paid
39.0,28595.0,Medium,Salary,Paid
54.0,31923.0,Low,Daily Wage,Paid
44.0,19735.0,High,Daily Wage,Paid
46.0,44457.0,Low,Daily Wage,Paid
20.0,17727.0,Low,Daily Wage,Paid
61.0,17764.0,Low,Daily Wage,Default
30.0,37599.0,Medium,Salary,Paid
62.0,10818.0,High,Daily Wage,Paid
27.0,47289.0,Medium,Salary,Paid
53.0,43892.0,High,Daily Wage,Paid
26.0,15660.0,Low,Daily Wage,Default
44.0,39521.0,Low,Salary,Default
,48409.0,High,Small Business,Paid
18.0,44470.0,High,Salary,Paid
49.0,28385.0,High,Salary,Paid
42.0,33296.0,Medium,Salary,Paid
46.0,33616.0,Low,Daily Wage,Paid
24.0,36382.0,Low,Salary,Paid
20.0,21139.0,High,Daily Wage,Paid
37.0,42060.0,Low,Salary,Default
37.0,32419.0,Low,Salary,Paid
47.0,37785.0,Medium,Salary,Paid
52.0,25702.0,Low,Daily Wage,Default
52.0,39217.0,High,Small Business,Paid
56.0,49291.0,Low,Daily Wage,Paid
44.0,22397.0,Medium,Daily Wage,Paid
43.0,45169.0,Medium,Daily Wage,Paid
31.0,36940.0,Medium,Salary,Paid
34.0,,Medium,Daily Wage,Paid
35.0,20067.0,Low,Salary,Default
62.0,23824.0,Medium,Small Business,Paid
46.0,23444.0,Medium,Daily Wage,Paid
37.0,43307.0,Medium,Salary,Paid
44.0,20974.0,Low,Daily Wage,Paid
35.0,48383.0,Low,Salary,Paid
21.0,39290.0,Low,Daily Wage,Paid
18.0,26016.0,Medium,Commission,Paid
18.0,42112.0,Low,Salary,Paid
43.0,38513.0,High,Small Business,Default
62.0,12956.0,Medium,Daily Wage,Paid
37.0,18077.0,Medium,Small Business,Paid
40.0,46490.0,High,Small Business,Paid
27.0,47855.0,Low,Salary,Paid
28.0,44938.0,High,Pension,Paid
58.0,46159.0,Medium,Daily Wage,Paid
58.0,49710.0,High,Salary,Paid
22.0,28000.0,High,Salary,Paid
18.0,23806.0,Low,Salary,Paid
34.0,22809.0,Low,Small Business,Paid
39.0,24855.0,Medium,Daily Wage,Paid
51.0,39388.0,Medium,Daily Wage,Paid
62.0,16458.0,Low,Daily Wage,Paid
58.0,45524.0,Low,Small Business,Default
46.0,16853.0,Low,Pension,Default
21.0,42222.0,Medium,Salary,Paid
22.0,28320.0,High,Salary,Paid
28.0,38618.0,Medium,Salary,Paid
38.0,27352.0,Medium,Salary,Paid
52.0,17297.0,Low,Daily Wage,Paid
29.0,37940.0,Low,Salary,Default
43.0,13203.0,Medium,Salary,Paid
36.0,49267.0,High,Salary,Paid
62.0,47941.0,Low,Daily Wage,Paid
24.0,27273.0,Medium,Small Business,Paid
64.0,35368.0,High,Small Business,Paid
24.0,21650.0,High,Salary,Paid
43.0,40984.0,Low,Salary,Default
57.0,17382.0,Low,Salary,Default
22.0,10801.0,Low,Salary,Default
38.0,29733.0,Medium,Salary,Paid
31.0,19969.0,High,Small Business,Paid
21.0,45969.0,Low,Salary,Paid
40.0,26733.0,Low,Salary,Paid
59.0,42449.0,High,Salary,Paid
37.0,36143.0,Medium,Salary,Paid
32.0,35705.0,High,Small Business,Paid
62.0,38363.0,Low,Salary,Paid
46.0,40720.0,Medium,Small Business,Paid
25.0,19972.0,Low,Salary,Paid
58.0,43351.0,Low,Commission,Paid
36.0,46145.0,Medium,Small Business,Paid
56.0,32412.0,Low,Daily Wage,Paid
63.0,34078.0,Low,Small Business,Paid
45.0,32580.0,High,Salary,Paid
63.0,24855.0,Low,Commission,Default
44.0,46169.0,Medium,Salary,Default
21.0,29569.0,Low,Daily Wage,Default
32.0,35738.0,High,Salary,Paid
52.0,16772.0,Low,Salary,Paid
54.0,34874.0,Medium,Small Business,Paid
18.0,29731.0,Low,Salary,Paid
20.0,20131.0,Medium,Salary,Paid
64.0,10788.0,Medium,Salary,Paid
41.0,26184.0,Low,Salary,Default
44.0,40897.0,Low,Daily Wage,Paid
57.0,12889.0,High,Daily Wage,Paid
53.0,19569.0,High,Daily Wage,Paid
51.0,31657.0,Low,Daily Wage,Default
46.0,20141.0,Low,Daily Wage,Paid
41.0,29656.0,Low,Daily Wage,Default
41.0,31618.0,Low,Small Business,Default
59.0,21934.0,High,Daily Wage,Paid
21.0,33286.0,Medium,Daily Wage,Default
20.0,17612.0,Medium,Daily Wage,Paid
51.0,42069.0,High,Salary,Paid
40.0,26205.0,Medium,Salary,Default
40.0,37331.0,Medium,Daily Wage,Paid
62.0,23934.0,Low,Salary,Paid
22.0,20095.0,Low,Salary,Paid
48.0,35958.0,Medium,Salary,Paid
58.0,47008.0,Low,Salary,Paid
23.0,28706.0,Low,Salary,Paid
54.0,48066.0,Low,Daily Wage,Paid
27.0,41472.0,Low,Salary,Paid
57.0,44629.0,Medium,Small Business,Paid
24.0,33004.0,Medium,Salary,Paid
56.0,30431.0,Low,Daily Wage,Paid
55.0,48015.0,Low,Pension,Paid
38.0,,Medium,Salary,Paid
37.0,41385.0,Low,Daily Wage,Paid
20.0,14663.0,Medium,Salary,Paid
39.0,48677.0,Medium,Salary,Default
64.0,22818.0,Low,Small Business,Paid
21.0,32686.0,Medium,Salary,Paid
45.0,33977.0,Medium,Daily Wage,Paid
29.0,28454.0,Low,Salary,Default
55.0,23358.0,Low,Pension,Paid
53.0,16668.0,High,Daily Wage,Paid
64.0,19921.0,Low,Small Business,Paid
58.0,44959.0,High,Salary,Paid
22.0,42328.0,Medium,Small Business,Paid
30.0,18859.0,Low,Salary,Paid
,33970.0,Low,Salary,Default
47.0,18872.0,Medium,Salary,Paid
54.0,29230.0,Medium,Pension,Paid
42.0,36708.0,Medium,Daily Wage,Paid
44.0,28847.0,High,Salary,Paid
31.0,37105.0,High,Daily Wage,Paid
64.0,14922.0,Low,Daily Wage,Paid
53.0,14392.0,High,Small Business,Paid
56.0,23541.0,High,Daily Wage,Paid
33.0,,High,Small Business,Default
39.0,29381.0,Medium,Salary,Paid
38.0,45995.0,Medium,Commission,Paid
,,Medium,Daily Wage,Paid
25.0,36728.0,Low,Daily Wage,Paid
33.0,12024.0,High,Daily Wage,Paid
48.0,26713.0,Low,Small Business,Paid
59.0,12486.0,Low,Salary,Paid
27.0,11155.0,High,Daily Wage,Paid
49.0,20082.0,Low,Small Business,Default
51.0,47245.0,High,Small Business,Paid
26.0,28569.0,Medium,Small Business,Paid
34.0,17086.0,Low,Daily Wage,Default
28.0,12317.0,Medium,Salary,Paid
49.0,46389.0,Medium,Salary,Paid
27.0,14491.0,Medium,Salary,Paid
39.0,25916.0,High,Daily Wage,Paid
34.0,25248.0,High,Daily Wage,Paid
21.0,12511.0,Low,Commission,Paid
64.0,34226.0,Low,Daily Wage,Paid
42.0,35025.0,High,Salary,Paid
38.0,17848.0,Medium,Salary,Paid
54.0,24274.0,Low,Salary,Paid
55.0,40958.0,High,Salary,Paid
18.0,45233.0,High,Salary,Paid
42.0,26304.0,Medium,Salary,Paid
53.0,21294.0,Medium,Small Business,Paid
34.0,36425.0,Medium,Daily Wage,Paid
58.0,13175.0,Medium,Small Business,Paid
41.0,37775.0,High,Salary,Paid
19.0,19425.0,High,Salary,Paid
57.0,36013.0,Medium,Salary,Paid
32.0,37928.0,Medium,Daily Wage,Paid
49.0,18210.0,High,Salary,Paid
56.0,12759.0,Low,Daily Wage,Default
23.0,26091.0,Low,Commission,Paid
18.0,10002.0,High,Commission,Paid
64.0,40160.0,Low,Daily Wage,Default
40.0,30707.0,Low,Daily Wage,Default
56.0,25248.0,Low,Salary,Paid
34.0,15773.0,Low,Commission,Paid
51.0,22786.0,Low,Salary,Paid
58.0,25037.0,Low,Salary,Paid
46.0,11885.0,High,Salary,Paid
26.0,49828.0,Medium,Daily Wage,Default
30.0,26331.0,Medium,Salary,Paid
23.0,32495.0,Low,Daily Wage,Paid
23.0,23450.0,Medium,Salary,Default
37.0,19491.0,Medium,Daily Wage,Paid
20.0,19268.0,Medium,Salary,Paid
34.0,37757.0,Low,Small Business,Paid
29.0,16791.0,Medium,Salary,Default
64.0,49939.0,High,Salary,Paid
62.0,38314.0,Medium,Daily Wage,Paid
18.0,38583.0,Medium,Salary,Default
34.0,31550.0,Medium,Daily Wage,Paid
20.0,10093.0,Medium,Salary,Paid
43.0,45755.0,Medium,Daily Wage,Default
32.0,19967.0,Low,Daily Wage,Default
53.0,26218.0,Medium,Daily Wage,Paid
49.0,18627.0,High,Daily Wage,Paid
49.0,14947.0,Medium,Salary,Paid
21.0,49419.0,Low,Salary,Default
35.0,33178.0,Low,Daily Wage,Paid
36.0,38876.0,Medium,Salary,Paid
60.0,32908.0,High,Salary,Paid
52.0,45912.0,Medium,Salary,Paid
57.0,,Medium,Small Business,Paid
31.0,42584.0,Low,Daily Wage,Paid
50.0,18959.0,Medium,Daily Wage,Default
31.0,38261.0,Medium,Salary,Paid
51.0,49462.0,High,Pension,Paid
21.0,25835.0,Low,Salary,Paid
41.0,29257.0,Medium,Small Business,Default
46.0,13346.0,Medium,Small Business,Paid
36.0,40807.0,Medium,Salary,Paid
23.0,40418.0,High,Salary,Paid
50.0,21340.0,Low,Salary,Paid
57.0,43012.0,Low,Salary,Default
36.0,45393.0,Medium,Salary,Paid
18.0,46617.0,Medium,Salary,Paid
22.0,19597.0,Low,Salary,Paid
44.0,35557.0,Medium,Daily Wage,Paid
33.0,17737.0,Medium,Small Business,Paid
23.0,27276.0,High,Salary,Paid
57.0,17310.0,Low,Commission,Paid
30.0,45167.0,High,Salary,Paid
52.0,,Low,Daily Wage,Default
36.0,29344.0,Low,Daily Wage,Paid
29.0,20391.0,Low,Small Business,Paid
33.0,20892.0,High,Daily Wage,Paid
60.0,21197.0,Low,Pension,Default
27.0,23050.0,Medium,Daily Wage,Paid
42.0,46142.0,Medium,Small Business,Paid
37.0,23535.0,High,Small Business,Paid
48.0,15122.0,High,Small Business,Paid
21.0,19852.0,Medium,Daily Wage,Paid
61.0,15387.0,High,Salary,Paid
40.0,41759.0,Medium,Daily Wage,Default
19.0,49994.0,High,Daily Wage,Paid
39.0,47876.0,Low,Daily Wage,Paid
54.0,44878.0,Low,Salary,Default
25.0,43725.0,Medium,Daily Wage,Paid
24.0,17146.0,Medium,Pension,Paid
31.0,10560.0,Medium,Daily Wage,Paid
20.0,11312.0,Medium,Salary,Paid
33.0,28205.0,Low,Daily Wage,Default
36.0,21595.0,Medium,Small Business,Default
35.0,32030.0,Low,Daily Wage,Default
33.0,31329.0,High,Small Business,Paid
25.0,48142.0,High,Salary,Paid
50.0,12651.0,High,Pension,Paid
29.0,20006.0,Low,Daily Wage,Paid
28.0,45645.0,Medium,Salary,Paid
22.0,31966.0,High,Salary,Paid
44.0,37846.0,High,Small Business,Paid
29.0,31774.0,Medium,Salary,Paid
34.0,14083.0,Medium,Small Business,Paid
23.0,43513.0,Medium,Daily Wage,Paid
50.0,18749.0,Medium,Salary,Default
22.0,40783.0,Low,Daily Wage,Default
45.0,27325.0,Medium,Daily Wage,Paid
31.0,28680.0,High,Salary,Paid
22.0,27323.0,Medium,Small Business,Paid
50.0,32684.0,Medium,Commission,Paid
58.0,44493.0,Medium,Salary,Paid
36.0,22213.0,High,Small Business,Paid
39.0,41831.0,Medium,Salary,Paid
22.0,37713.0,Medium,Salary,Paid
19.0,17187.0,Medium,Daily Wage,Paid
47.0,42800.0,Medium,Salary,Paid
64.0,42583.0,Medium,Daily Wage,Paid
56.0,24408.0,Medium,Daily Wage,Default
21.0,32369.0,Medium,Salary,Paid
50.0,13414.0,Medium,Small Business,Paid
30.0,29510.0,Low,Salary,Paid
37.0,22120.0,Low,Pension,Default
24.0,,Low,Small Business,Paid
32.0,43039.0,High,Daily Wage,Paid
40.0,15295.0,Low,Salary,Paid
31.0,30460.0,Low,Salary,Paid
40.0,24963.0,Low,Pension,Paid
36.0,21580.0,Medium,Commission,Paid
46.0,32286.0,Low,Small Business,Paid
37.0,37328.0,Medium,Salary,Paid
46.0,29093.0,Low,Small Business,Paid
41.0,31605.0,High,Daily Wage,Paid
35.0,,High,Daily Wage,Paid
27.0,46912.0,High,Salary,Paid
58.0,48374.0,Medium,Small Business,Paid
25.0,16766.0,Medium,Commission,Paid
43.0,25928.0,Medium,Daily Wage,Paid
46.0,31274.0,Low,Small Business,Paid
27.0,44416.0,Medium,Small Business,Paid
34.0,30612.0,Low,Salary,Paid
19.0,44898.0,Medium,Daily Wage,Paid
23.0,39047.0,Low,Salary,Paid
22.0,47134.0,Medium,Salary,Default
45.0,11506.0,Medium,Salary,Paid
58.0,25222.0,Medium,Salary,Paid
22.0,22363.0,High,Small Business,Paid
35.0,29613.0,Medium,Daily Wage,Paid
43.0,40628.0,Medium,Salary,Paid
37.0,14136.0,Medium,Salary,Paid
58.0,21161.0,Low,Daily Wage,Paid
44.0,45457.0,Medium,Commission,Paid
29.0,33574.0,High,Daily Wage,Paid
24.0,36902.0,High,Salary,Paid
20.0,12810.0,Medium,Small Business,Paid
27.0,21663.0,Low,Daily Wage,Paid
51.0,16152.0,Low,Small Business,Paid
42.0,10012.0,Medium,Salary,Paid
52.0,21162.0,High,Daily Wage,Paid
33.0,32322.0,Medium,Pension,Default
19.0,17999.0,High,Daily Wage,Paid
41.0,17219.0,Medium,Salary,Paid
27.0,15328.0,Low,Daily Wage,Paid
55.0,13621.0,Low,Daily Wage,Default
39.0,34256.0,Low,Small Business,Paid
43.0,21314.0,Medium,Small Business,Paid
60.0,10652.0,Low,Daily Wage,Paid
56.0,26182.0,Medium,Salary,Paid
44.0,46558.0,Medium,Small Business,Paid
46.0,25659.0,Low,Small Business,Paid
64.0,44413.0,Low,Salary,Paid
55.0,20435.0,Low,Small Business,Paid
37.0,38067.0,Medium,Salary,Paid
44.0,32258.0,Medium,Salary,Paid
58.0,38287.0,Low,Commission,Paid
37.0,13688.0,High,Daily Wage,Paid
61.0,17689.0,Medium,Daily Wage,Default
36.0,11379.0,Medium,Daily Wage,Default
37.0,47011.0,Medium,Daily Wage,Paid
,37624.0,High,Daily Wage,Paid
64.0,35964.0,Medium,Salary,Default
19.0,32891.0,Medium,Salary,Paid
47.0,48379.0,Low,Salary,Paid
51.0,22516.0,Medium,Salary,Default
39.0,23886.0,Medium,Daily Wage,Paid
20.0,30307.0,Medium,Salary,Paid
23.0,34843.0,High,Salary,Paid
32.0,15912.0,High,Daily Wage,Paid
44.0,31514.0,Low,Commission,Default
27.0,31823.0,Low,Salary,Paid
26.0,38797.0,Low,Pension,Paid
50.0,16449.0,Medium,Daily Wage,Default
49.0,11725.0,Low,Small Business,Default
23.0,25870.0,Low,Salary,Paid
58.0,19304.0,Low,Small Business,Paid
53.0,17522.0,Low,Salary,Paid
19.0,23663.0,Low,Commission,Default
46.0,14784.0,Low,Salary,Paid
21.0,19472.0,Medium,Small Business,Paid
18.0,38952.0,Low,Small Business,Paid
36.0,20055.0,Low,Salary,Paid
43.0,39508.0,High,Salary,Paid
42.0,22676.0,High,Daily Wage,Default
27.0,35192.0,Low,Small Business,Paid
32.0,34722.0,Low,Salary,Paid
39.0,17446.0,Medium,Salary,Default
38.0,14725.0,Low,Daily Wage,Default
39.0,30061.0,Low,Salary,Default
53.0,32671.0,Low,Salary,Paid
51.0,11409.0,Low,Salary,Default
47.0,18205.0,Medium,Salary,Paid
42.0,26365.0,High,Daily Wage,Paid
62.0,10256.0,Medium,Daily Wage,Paid
45.0,25704.0,Medium,Salary,Default
18.0,39902.0,Medium,Daily Wage,Paid
62.0,45758.0,Medium,Salary,Default
21.0,11195.0,Medium,Salary,Default
24.0,44012.0,Low,Commission,Default
26.0,21415.0,Medium,Daily Wage,Paid
53.0,49534.0,High,Daily Wage,Paid
36.0,31686.0,Low,Salary,Paid
18.0,21662.0,High,Salary,Paid
27.0,38743.0,Medium,Daily Wage,Paid
53.0,42161.0,Medium,Small Business,Paid
26.0,12402.0,Low,Salary,Default
62.0,23275.0,Medium,Daily Wage,Paid
63.0,38182.0,High,Daily Wage,Paid
59.0,24915.0,Medium,Small Business,Paid
49.0,10909.0,Low,Daily Wage,Paid
49.0,10372.0,Low,Daily Wage,Paid
23.0,32620.0,Medium,Daily Wage,Paid
55.0,44112.0,Medium,Salary,Default
34.0,18515.0,Medium,Small Business,Paid
27.0,12431.0,High,Daily Wage,Paid
44.0,31054.0,Medium,Daily Wage,Paid
52.0,42624.0,Medium,Daily Wage,Paid
38.0,20585.0,Low,Salary,Paid
42.0,41958.0,Low,Daily Wage,Paid
45.0,11695.0,Medium,Small Business,Paid
64.0,44675.0,High,Daily Wage,Paid
32.0,43787.0,Medium,Daily Wage,Paid
21.0,11403.0,Medium,Daily Wage,Paid
46.0,27810.0,Low,Small Business,Paid
26.0,18855.0,High,Salary,Paid
44.0,48636.0,High,Commission,Paid
43.0,20839.0,Medium,Daily Wage,Paid
36.0,,Low,Daily Wage,Paid
45.0,49098.0,Medium,Salary,Paid
34.0,19230.0,High,Salary,Paid
60.0,45771.0,Medium,Salary,Paid
58.0,39256.0,Medium,Daily Wage,Paid
59.0,35651.0,Low,Daily Wage,Paid
37.0,42383.0,Low,Daily Wage,Default
62.0,49963.0,Low,Salary,Default
57.0,23662.0,High,Salary,Paid
56.0,23739.0,Medium,Small Business,Default
40.0,11789.0,Medium,Daily Wage,Paid
64.0,29420.0,Low,Small Business,Paid
49.0,33761.0,High,Salary,Default
64.0,47606.0,High,Daily Wage,Default
50.0,48640.0,Low,Commission,Paid
63.0,47067.0,High,Salary,Paid
22.0,27357.0,Low,Salary,Paid
60.0,49851.0,Low,Salary,Default
51.0,48262.0,Low,Salary,Paid
57.0,21317.0,High,Salary,Paid
28.0,31534.0,High,Small Business,Paid
20.0,35734.0,Low,Salary,Paid
50.0,45897.0,Medium,Salary,Paid
28.0,42872.0,Medium,Small Business,Paid
33.0,17689.0,High,Daily Wage,Paid
35.0,13567.0,Low,Daily Wage,Default
47.0,30732.0,Medium,Daily Wage,Paid
27.0,30774.0,Medium,Salary,Paid
35.0,33195.0,Low,Small Business,Paid
55.0,47412.0,Low,Salary,Paid
36.0,32257.0,Medium,Daily Wage,Paid
53.0,14394.0,Low,Salary,Paid
30.0,46302.0,High,Small Business,Paid
63.0,32228.0,Low,Daily Wage,Default
20.0,22388.0,High,Small Business,Paid
27.0,21319.0,Low,Small Business,Paid
55.0,16475.0,Low,Daily Wage,Paid
18.0,41555.0,Low,Daily Wage,Paid
44.0,28158.0,Medium,Salary,Paid
63.0,24728.0,Medium,Salary,Default
25.0,39545.0,Low,Small Business,Default
63.0,41100.0,Low,Salary,Paid
59.0,26150.0,Medium,Salary,Paid
34.0,43214.0,Medium,Daily Wage,Paid
26.0,42876.0,Medium,Small Business,Paid
23.0,13239.0,Low,Daily Wage,Paid
60.0,,Medium,Salary,Paid
42.0,46821.0,Medium,Daily Wage,Paid
56.0,40615.0,High,Daily Wage,Paid
45.0,23746.0,Medium,Daily Wage,Paid
50.0,30921.0,Low,Daily Wage,Paid
54.0,32745.0,Low,Salary,Default
26.0,11245.0,Medium,Daily Wage,Paid
35.0,,Medium,Pension,Default
38.0,37632.0,High,Salary,Paid
19.0,22856.0,Medium,Salary,Paid
60.0,15105.0,Medium,Salary,Paid
55.0,45690.0,Medium,Salary,Paid
57.0,12513.0,Medium,Daily Wage,Paid
53.0,12801.0,Low,Commission,Default
60.0,42345.0,Low,Salary,Paid
54.0,23895.0,Medium,Daily Wage,Default
,49749.0,Low,Salary,Default
45.0,18221.0,Low,Salary,Paid
35.0,16038.0,Low,Daily Wage,Default
51.0,42031.0,Low,Pension,Paid
39.0,25082.0,Low,Daily Wage,Paid
28.0,24648.0,Medium,Salary,Paid
30.0,10364.0,Medium,Commission,Default
21.0,44568.0,Medium,Daily Wage,Paid
39.0,24110.0,Medium,Daily Wage,Default
24.0,15958.0,High,Daily Wage,Paid
60.0,19096.0,Low,Daily Wage,Default
41.0,17436.0,Medium,Daily Wage,Default
21.0,31177.0,Low,Small Business,Paid
45.0,36754.0,Medium,Small Business,Paid
32.0,34544.0,High,Salary,Paid
18.0,22638.0,Medium,Salary,Paid
